1.350000000000000089e+00,4.500000000000000000e+00,7.299999999999999822e+00,1.000000000000000000e+00,6.072926521301269531e-01
2.399999999999999911e+00,3.200000000000000178e+00,2.850000000000000089e+00,0.000000000000000000e+00,1.264524161815643311e-01
5.000000000000000000e+00,3.899999999999999911e+00,1.600000000000000089e+00,-1.000000000000000000e+00,-3.740846812725067139e-01
2.100000000000000089e+00,3.149999999999999911e+00,3.450000000000000178e+00,0.000000000000000000e+00,2.279221415519714355e-01
7.500000000000000000e+00,3.700000000000000178e+00,1.399999999999999911e+00,-1.000000000000000000e+00,-6.363582611083984375e-01
9.500000000000000000e+00,4.799999999999999822e+00,1.250000000000000000e+00,0.000000000000000000e+00,-6.730651855468750000e-01
2.500000000000000000e+00,3.200000000000000178e+00,2.750000000000000000e+00,1.000000000000000000e+00,8.378630876541137695e-02
2.100000000000000089e+00,2.899999999999999911e+00,3.700000000000000178e+00,0.000000000000000000e+00,2.452808916568756104e-01
1.550000000000000044e+00,4.299999999999999822e+00,5.000000000000000000e+00,1.000000000000000000e+00,4.632516205310821533e-01
1.399999999999999911e+00,3.899999999999999911e+00,7.500000000000000000e+00,1.000000000000000000e+00,5.609521865844726562e-01
2.000000000000000000e+00,3.299999999999999822e+00,3.600000000000000089e+00,1.000000000000000000e+00,2.537401020526885986e-01
3.299999999999999822e+00,3.000000000000000000e+00,2.100000000000000089e+00,1.000000000000000000e+00,-1.741895377635955811e-01
3.450000000000000178e+00,3.149999999999999911e+00,2.100000000000000089e+00,-1.000000000000000000e+00,-1.758609414100646973e-01
2.299999999999999822e+00,3.100000000000000089e+00,2.600000000000000089e+00,-1.000000000000000000e+00,2.545675635337829590e-02
2.000000000000000000e+00,3.299999999999999822e+00,3.600000000000000089e+00,0.000000000000000000e+00,2.537401020526885986e-01
2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.857686281204223633e-01
1.199999999999999956e+00,5.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,6.932229995727539062e-01
1.649999999999999911e+00,3.299999999999999822e+00,4.400000000000000355e+00,-1.000000000000000000e+00,3.519077599048614502e-01
1.899999999999999911e+00,3.299999999999999822e+00,3.700000000000000178e+00,-1.000000000000000000e+00,2.664130032062530518e-01
2.899999999999999911e+00,3.299999999999999822e+00,2.299999999999999822e+00,0.000000000000000000e+00,-8.667849004268646240e-02
2.100000000000000089e+00,3.250000000000000000e+00,3.399999999999999911e+00,0.000000000000000000e+00,2.256085276603698730e-01
2.299999999999999822e+00,2.899999999999999911e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.435093581676483154e-01
2.500000000000000000e+00,3.500000000000000000e+00,2.399999999999999911e+00,-1.000000000000000000e+00,-2.784918248653411865e-02
1.600000000000000089e+00,3.899999999999999911e+00,5.000000000000000000e+00,1.000000000000000000e+00,4.442053139209747314e-01
1.550000000000000044e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.000000000000000000e+00,4.554286301136016846e-01
1.649999999999999911e+00,3.500000000000000000e+00,4.500000000000000000e+00,1.000000000000000000e+00,3.778763115406036377e-01
1.750000000000000000e+00,3.500000000000000000e+00,4.599999999999999645e+00,1.000000000000000000e+00,3.885203897953033447e-01
2.399999999999999911e+00,3.200000000000000178e+00,2.399999999999999911e+00,1.000000000000000000e+00,-4.090389609336853027e-02
1.800000000000000044e+00,3.399999999999999911e+00,4.299999999999999822e+00,1.000000000000000000e+00,3.473669588565826416e-01
1.600000000000000089e+00,3.600000000000000089e+00,5.599999999999999645e+00,-1.000000000000000000e+00,4.682585299015045166e-01
1.350000000000000089e+00,3.799999999999999822e+00,7.500000000000000000e+00,0.000000000000000000e+00,5.537134408950805664e-01
2.549999999999999822e+00,3.100000000000000089e+00,2.549999999999999822e+00,-1.000000000000000000e+00,-4.796683788299560547e-04
3.700000000000000178e+00,3.799999999999999822e+00,1.750000000000000000e+00,-1.000000000000000000e+00,-2.517780661582946777e-01
1.449999999999999956e+00,3.899999999999999911e+00,5.200000000000000178e+00,1.000000000000000000e+00,4.599563777446746826e-01
2.299999999999999822e+00,3.100000000000000089e+00,2.899999999999999911e+00,1.000000000000000000e+00,1.369296312332153320e-01
2.100000000000000089e+00,3.000000000000000000e+00,3.299999999999999822e+00,1.000000000000000000e+00,1.998690366744995117e-01
1.199999999999999956e+00,6.000000000000000000e+00,1.200000000000000000e+01,1.000000000000000000e+00,8.147698640823364258e-01
2.399999999999999911e+00,3.399999999999999911e+00,2.700000000000000178e+00,1.000000000000000000e+00,9.005630016326904297e-02
2.200000000000000178e+00,3.000000000000000000e+00,3.399999999999999911e+00,1.000000000000000000e+00,2.132507562637329102e-01
2.399999999999999911e+00,3.100000000000000089e+00,2.799999999999999822e+00,0.000000000000000000e+00,9.502059221267700195e-02
3.600000000000000089e+00,3.299999999999999822e+00,2.000000000000000000e+00,-1.000000000000000000e+00,-2.065482288599014282e-01
2.399999999999999911e+00,3.100000000000000089e+00,2.950000000000000178e+00,-1.000000000000000000e+00,1.456675231456756592e-01
1.899999999999999911e+00,3.100000000000000089e+00,3.799999999999999822e+00,0.000000000000000000e+00,2.684948146343231201e-01
3.399999999999999911e+00,3.200000000000000178e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.008974105119705200e-01
2.000000000000000000e+00,3.299999999999999822e+00,3.600000000000000089e+00,-1.000000000000000000e+00,2.537401020526885986e-01
3.200000000000000178e+00,3.200000000000000178e+00,2.100000000000000089e+00,-1.000000000000000000e+00,-1.652479916810989380e-01
1.250000000000000000e+00,4.500000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,6.494545936584472656e-01
2.399999999999999911e+00,3.200000000000000178e+00,2.850000000000000089e+00,1.000000000000000000e+00,1.264524161815643311e-01
1.399999999999999911e+00,4.400000000000000355e+00,7.299999999999999822e+00,1.000000000000000000e+00,5.979684591293334961e-01
2.399999999999999911e+00,3.149999999999999911e+00,2.899999999999999911e+00,0.000000000000000000e+00,1.393525004386901855e-01
2.600000000000000089e+00,3.100000000000000089e+00,2.600000000000000089e+00,0.000000000000000000e+00,1.515862345695495605e-02
1.399999999999999911e+00,4.000000000000000000e+00,6.500000000000000000e+00,-1.000000000000000000e+00,5.415385961532592773e-01
1.899999999999999911e+00,3.100000000000000089e+00,3.500000000000000000e+00,1.000000000000000000e+00,2.314800918102264404e-01
2.500000000000000000e+00,3.200000000000000178e+00,2.600000000000000089e+00,-1.000000000000000000e+00,2.794802188873291016e-02
1.169999999999999929e+00,5.799999999999999822e+00,1.300000000000000000e+01,1.000000000000000000e+00,7.725124359130859375e-01
2.100000000000000089e+00,3.299999999999999822e+00,3.299999999999999822e+00,0.000000000000000000e+00,2.140934169292449951e-01
1.699999999999999956e+00,3.600000000000000089e+00,4.700000000000000178e+00,1.000000000000000000e+00,4.025360047817230225e-01
4.200000000000000178e+00,3.299999999999999822e+00,1.750000000000000000e+00,-1.000000000000000000e+00,-3.199143409729003906e-01
1.500000000000000000e+00,4.000000000000000000e+00,6.099999999999999645e+00,1.000000000000000000e+00,5.241490602493286133e-01
3.399999999999999911e+00,3.200000000000000178e+00,2.100000000000000089e+00,-1.000000000000000000e+00,-1.726200282573699951e-01
1.750000000000000000e+00,3.500000000000000000e+00,4.500000000000000000e+00,1.000000000000000000e+00,3.782842457294464111e-01
1.449999999999999956e+00,4.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,5.554181337356567383e-01
3.000000000000000000e+00,3.299999999999999822e+00,2.100000000000000089e+00,1.000000000000000000e+00,-1.568866670131683350e-01
2.500000000000000000e+00,3.200000000000000178e+00,2.500000000000000000e+00,0.000000000000000000e+00,-8.290112018585205078e-03
1.330000000000000071e+00,4.799999999999999822e+00,8.300000000000000711e+00,-1.000000000000000000e+00,6.597055196762084961e-01
1.250000000000000000e+00,4.599999999999999645e+00,1.050000000000000000e+01,1.000000000000000000e+00,6.648344993591308594e-01
2.600000000000000089e+00,3.000000000000000000e+00,2.600000000000000089e+00,-1.000000000000000000e+00,6.004750728607177734e-03
